nic_classification,year,state,sector,indicator,nic_code,nic_description,nic_type,value,unit
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,48187,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,55925,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,243,Casting of Metals,3-digit,50489,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,24145,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,24145,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,273,Manufacture of Wiring and Wiring Devices,3-digit,21554,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,65265,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,92819,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,27,Manufacture of Electrical Equipment,2-digit,142309,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,30,Manufacture of Other Transport Equipment,2-digit,58959,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,3507,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,3507,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,24,Manufacture of Basic Metals,2-digit,224538,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,2432,Casting of Non-ferrous Metals,4-digit,7644,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,149407,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,2511,Manufacture of Structural Metal Products,4-digit,32486,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,12677,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,2733,Manufacture of Wiring Devices,4-digit,6093,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,65265,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,5659,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,33316,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,273,Manufacture of Wiring and Wiring Devices,3-digit,9789,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,2762,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2733,Manufacture of Wiring Devices,4-digit,2725,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,33316,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,22399,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2511,Manufacture of Structural Metal Products,4-digit,16775,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2432,Casting of Non-ferrous Metals,4-digit,3302,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,12508,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,24,Manufacture of Basic Metals,2-digit,115512,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,71910,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,27,Manufacture of Electrical Equipment,2-digit,69049,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,30,Manufacture of Other Transport Equipment,2-digit,29504,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,2762,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,43659,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,12508,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,243,Casting of Metals,3-digit,26738,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,27701,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,2432,Casting of Non-ferrous Metals,4-digit,4342,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,25788,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,31949,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,7018,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,31949,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,24,Manufacture of Basic Metals,2-digit,109026,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,77497,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,27,Manufacture of Electrical Equipment,2-digit,73260,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,273,Manufacture of Wiring and Wiring Devices,3-digit,11765,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,745,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,745,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,11637,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,243,Casting of Metals,3-digit,23751,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,28224,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,49160,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,30,Manufacture of Other Transport Equipment,2-digit,29455,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,2733,Manufacture of Wiring Devices,4-digit,3368,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,11637,-
2008,2013-14,All India,Combined,No. of Employees Other Than Workers -Other Employees,2511,Manufacture of Structural Metal Products,4-digit,15711,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,23,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,545,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,243,Casting of Metals,3-digit,1298,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,1423,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,4065,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,530,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,23,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,545,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,2432,Casting of Non-ferrous Metals,4-digit,159,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,2511,Manufacture of Structural Metal Products,4-digit,1009,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,24,Manufacture of Basic Metals,2-digit,2735,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,5552,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,27,Manufacture of Electrical Equipment,2-digit,1563,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,30,Manufacture of Other Transport Equipment,2-digit,898,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,2648,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,530,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,171,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,2733,Manufacture of Wiring Devices,4-digit,124,-
2008,2013-14,All India,Combined,Unpaid family members-proprietor etc,273,Manufacture of Wiring and Wiring Devices,3-digit,314,-
2008,2013-14,All India,Combined,Wages and Salaries,24,Manufacture of Basic Metals,2-digit,2663448,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,27,Manufacture of Electrical Equipment,2-digit,1313583,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,30,Manufacture of Other Transport Equipment,2-digit,677605,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,2511,Manufacture of Structural Metal Products,4-digit,273648,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,2432,Casting of Non-ferrous Metals,4-digit,53067,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,349268,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,43634,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,2733,Manufacture of Wiring Devices,4-digit,46367,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,99936,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,637956,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,387314,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,243,Casting of Metals,3-digit,380334,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,43634,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,273,Manufacture of Wiring and Wiring Devices,3-digit,175150,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,637956,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,733406,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,517749,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,349268,₹ lakhs
2008,2013-14,All India,Combined,Wages and Salaries,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,1255931,₹ lakhs
2008,2012-13,All India,Combined,Total Output,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,9067265,₹ lakhs
2008,2012-13,All India,Combined,Total Output,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,8448472,₹ lakhs
2008,2012-13,All India,Combined,Total Output,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,7753786,₹ lakhs
2008,2012-13,All India,Combined,Total Output,27,Manufacture of Electrical Equipment,2-digit,21349332,₹ lakhs
2008,2012-13,All India,Combined,Total Output,243,Casting of Metals,3-digit,7752178,₹ lakhs
2008,2012-13,All India,Combined,Total Output,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,13712292,₹ lakhs
2008,2012-13,All India,Combined,Total Output,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,249665,₹ lakhs
2008,2012-13,All India,Combined,Total Output,2733,Manufacture of Wiring Devices,4-digit,823966,₹ lakhs
2008,2012-13,All India,Combined,Total Output,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,3428284,₹ lakhs
2008,2012-13,All India,Combined,Total Output,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,9067265,₹ lakhs
2008,2012-13,All India,Combined,Total Output,30,Manufacture of Other Transport Equipment,2-digit,13267451,₹ lakhs
2008,2012-13,All India,Combined,Total Output,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,13712292,₹ lakhs
2008,2012-13,All India,Combined,Total Output,2432,Casting of Non-ferrous Metals,4-digit,775720,₹ lakhs
2008,2012-13,All India,Combined,Total Output,2511,Manufacture of Structural Metal Products,4-digit,4318541,₹ lakhs
2008,2012-13,All India,Combined,Total Output,24,Manufacture of Basic Metals,2-digit,76839815,₹ lakhs
2008,2012-13,All India,Combined,Total Output,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,16249114,₹ lakhs
2008,2012-13,All India,Combined,Total Output,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,249665,₹ lakhs
2008,2012-13,All India,Combined,Total Output,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,4166458,₹ lakhs
2008,2012-13,All India,Combined,Total Output,273,Manufacture of Wiring and Wiring Devices,3-digit,4891229,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,2432,Casting of Non-ferrous Metals,4-digit,650127,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,3169560,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,6988362,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,3009823,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,2733,Manufacture of Wiring Devices,4-digit,618223,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,273,Manufacture of Wiring and Wiring Devices,3-digit,4193058,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,6988362,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,6456656,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,6107784,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,243,Casting of Metals,3-digit,6449758,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,10593222,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,30,Manufacture of Other Transport Equipment,2-digit,10774955,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,12590662,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,10593222,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,27,Manufacture of Electrical Equipment,2-digit,17313024,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,24,Manufacture of Basic Metals,2-digit,66570608,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,167892,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,167892,₹ lakhs
2008,2012-13,All India,Combined,Total Inputs,2511,Manufacture of Structural Metal Products,4-digit,3561513,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,243,Casting of Metals,3-digit,1302420,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,81773,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,3119070,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,81773,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,273,Manufacture of Wiring and Wiring Devices,3-digit,698171,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,2078903,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,1991816,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,1646002,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,3119070,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,2432,Casting of Non-ferrous Metals,4-digit,125593,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,2511,Manufacture of Structural Metal Products,4-digit,757028,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,996898,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,2078903,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,418461,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,2733,Manufacture of Wiring Devices,4-digit,205743,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,24,Manufacture of Basic Metals,2-digit,10269207,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,3658452,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,27,Manufacture of Electrical Equipment,2-digit,4036308,₹ lakhs
2008,2012-13,All India,Combined,Gross Value Added,30,Manufacture of Other Transport Equipment,2-digit,2492496,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,1468016,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,1760376,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,30,Manufacture of Other Transport Equipment,2-digit,2217858,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,27,Manufacture of Electrical Equipment,2-digit,3607401,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,3247943,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,24,Manufacture of Basic Metals,2-digit,7940607,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,1900300,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,273,Manufacture of Wiring and Wiring Devices,3-digit,617731,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,67392,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,372333,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,2826161,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,67392,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,2511,Manufacture of Structural Metal Products,4-digit,640908,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,2432,Casting of Non-ferrous Metals,4-digit,93251,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,2826161,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,2733,Manufacture of Wiring Devices,4-digit,188600,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,896163,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,1900300,₹ lakhs
2008,2012-13,All India,Combined,Net Value Added,243,Casting of Metals,3-digit,1085157,₹ lakhs
2008,2012-13,All India,Combined,Net Income,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,2594438,₹ lakhs
2008,2012-13,All India,Combined,Net Income,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,1309903,₹ lakhs
2008,2012-13,All India,Combined,Net Income,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,1515325,₹ lakhs
2008,2012-13,All India,Combined,Net Income,2511,Manufacture of Structural Metal Products,4-digit,531966,₹ lakhs
2008,2012-13,All India,Combined,Net Income,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,61657,₹ lakhs
2008,2012-13,All India,Combined,Net Income,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,61657,₹ lakhs
2008,2012-13,All India,Combined,Net Income,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,1705437,₹ lakhs
2008,2012-13,All India,Combined,Net Income,273,Manufacture of Wiring and Wiring Devices,3-digit,218756,₹ lakhs
2008,2012-13,All India,Combined,Net Income,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,781156,₹ lakhs
2008,2012-13,All India,Combined,Net Income,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,1705437,₹ lakhs
2008,2012-13,All India,Combined,Net Income,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,267661,₹ lakhs
2008,2012-13,All India,Combined,Net Income,2733,Manufacture of Wiring Devices,4-digit,155312,₹ lakhs
2008,2012-13,All India,Combined,Net Income,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,2594438,₹ lakhs
2008,2012-13,All India,Combined,Net Income,2432,Casting of Non-ferrous Metals,4-digit,68365,₹ lakhs
2008,2012-13,All India,Combined,Net Income,27,Manufacture of Electrical Equipment,2-digit,2851825,₹ lakhs
2008,2012-13,All India,Combined,Net Income,30,Manufacture of Other Transport Equipment,2-digit,2005286,₹ lakhs
2008,2012-13,All India,Combined,Net Income,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,2844415,₹ lakhs
2008,2012-13,All India,Combined,Net Income,24,Manufacture of Basic Metals,2-digit,5656484,₹ lakhs
2008,2012-13,All India,Combined,Net Income,243,Casting of Metals,3-digit,892047,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,27,Manufacture of Electrical Equipment,2-digit,1397986,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,179710,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,900188,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,434842,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,2511,Manufacture of Structural Metal Products,4-digit,234337,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,2432,Casting of Non-ferrous Metals,4-digit,4439,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,2199197,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,2199197,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,243,Casting of Metals,3-digit,444877,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,706025,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,858836,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,900188,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,273,Manufacture of Wiring and Wiring Devices,3-digit,43742,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,10576,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,10576,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,30,Manufacture of Other Transport Equipment,2-digit,1275371,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,2733,Manufacture of Wiring Devices,4-digit,102094,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,1580069,₹ lakhs
2008,2012-13,All India,Combined,Net Profit,24,Manufacture of Basic Metals,2-digit,2650927,₹ lakhs
2008,2012-13,All India,Combined,Total Number of Persons Engaged,273,Manufacture of Wiring and Wiring Devices,3-digit,85569,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,219281,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,388423,-
