nic_classification,year,state,sector,indicator,nic_code,nic_description,nic_type,value,unit
2008,2022-23,All India,Combined,Net Income,2733,Manufacture of Wiring Devices,4-digit,791063,₹ lakhs
2008,2022-23,All India,Combined,Net Income,243,Casting of Metals,3-digit,2042378,₹ lakhs
2008,2022-23,All India,Combined,Net Income,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,2843339,₹ lakhs
2008,2022-23,All India,Combined,Net Income,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,5683721,₹ lakhs
2008,2022-23,All India,Combined,Net Income,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,320237,₹ lakhs
2008,2022-23,All India,Combined,Net Income,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,1647146,₹ lakhs
2008,2022-23,All India,Combined,Net Income,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,3908931,₹ lakhs
2008,2022-23,All India,Combined,Net Income,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,2622842,₹ lakhs
2008,2022-23,All India,Combined,Net Income,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,2194419,₹ lakhs
2008,2022-23,All India,Combined,Net Income,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,2622842,₹ lakhs
2008,2022-23,All India,Combined,Net Income,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,938314,₹ lakhs
2008,2022-23,All India,Combined,Net Income,24,Manufacture of Basic Metals,2-digit,17613484,₹ lakhs
2008,2022-23,All India,Combined,Net Income,30,Manufacture of Other Transport Equipment,2-digit,4937037,₹ lakhs
2008,2022-23,All India,Combined,Net Income,27,Manufacture of Electrical Equipment,2-digit,7294273,₹ lakhs
2008,2022-23,All India,Combined,Net Income,273,Manufacture of Wiring and Wiring Devices,3-digit,1987038,₹ lakhs
2008,2022-23,All India,Combined,Net Income,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,320237,₹ lakhs
2008,2022-23,All India,Combined,Net Income,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,2843339,₹ lakhs
2008,2022-23,All India,Combined,Net Income,2432,Casting of Non-ferrous Metals,4-digit,173306,₹ lakhs
2008,2022-23,All India,Combined,Net Income,2511,Manufacture of Structural Metal Products,4-digit,990906,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,1045549,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,1296368,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,1948532,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,2432,Casting of Non-ferrous Metals,4-digit,65464,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,2511,Manufacture of Structural Metal Products,4-digit,423157,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,1948532,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,30,Manufacture of Other Transport Equipment,2-digit,3096691,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,27,Manufacture of Electrical Equipment,2-digit,3824646,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,2765127,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,24,Manufacture of Basic Metals,2-digit,10869104,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,583581,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,2733,Manufacture of Wiring Devices,4-digit,527373,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,116504,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,116504,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,273,Manufacture of Wiring and Wiring Devices,3-digit,1273055,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,1296368,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,2051643,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,636169,₹ lakhs
2008,2022-23,All India,Combined,Net Profit,243,Casting of Metals,3-digit,999873,₹ lakhs
2008,2022-23,All India,Combined,Total Number of Persons Engaged,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,95365,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,24,Manufacture of Basic Metals,2-digit,1411577,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,777563,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,27,Manufacture of Electrical Equipment,2-digit,770531,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,30,Manufacture of Other Transport Equipment,2-digit,395069,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,170871,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,260746,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,508506,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,252445,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,273,Manufacture of Wiring and Wiring Devices,3-digit,177682,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,29760,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,243,Casting of Metals,3-digit,302994,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,170871,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,2432,Casting of Non-ferrous Metals,4-digit,32677,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,2511,Manufacture of Structural Metal Products,4-digit,168698,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,322524,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,252445,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,2733,Manufacture of Wiring Devices,4-digit,64681,-
2008,2022-23,All India,Combined,Total Number of Persons Engaged,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,29760,-
2008,2022-23,All India,Combined,Total Number of Workers,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,19348,-
2008,2022-23,All India,Combined,Total Number of Workers,2733,Manufacture of Wiring Devices,4-digit,44308,-
2008,2022-23,All India,Combined,Total Number of Workers,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,77117,-
2008,2022-23,All India,Combined,Total Number of Workers,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,187802,-
2008,2022-23,All India,Combined,Total Number of Workers,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,254030,-
2008,2022-23,All India,Combined,Total Number of Workers,2511,Manufacture of Structural Metal Products,4-digit,133059,-
2008,2022-23,All India,Combined,Total Number of Workers,2432,Casting of Non-ferrous Metals,4-digit,26102,-
2008,2022-23,All India,Combined,Total Number of Workers,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,137611,-
2008,2022-23,All India,Combined,Total Number of Workers,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,400711,-
2008,2022-23,All India,Combined,Total Number of Workers,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,137611,-
2008,2022-23,All India,Combined,Total Number of Workers,243,Casting of Metals,3-digit,240725,-
2008,2022-23,All India,Combined,Total Number of Workers,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,205746,-
2008,2022-23,All India,Combined,Total Number of Workers,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,187802,-
2008,2022-23,All India,Combined,Total Number of Workers,273,Manufacture of Wiring and Wiring Devices,3-digit,135477,-
2008,2022-23,All India,Combined,Total Number of Workers,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,19348,-
2008,2022-23,All India,Combined,Total Number of Workers,30,Manufacture of Other Transport Equipment,2-digit,313658,-
2008,2022-23,All India,Combined,Total Number of Workers,27,Manufacture of Electrical Equipment,2-digit,594430,-
2008,2022-23,All India,Combined,Total Number of Workers,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,612037,-
2008,2022-23,All India,Combined,Total Number of Workers,24,Manufacture of Basic Metals,2-digit,1157974,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,27,Manufacture of Electrical Equipment,2-digit,287811,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,63162,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,30,Manufacture of Other Transport Equipment,2-digit,144608,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,101257,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,259676,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,103268,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,366546,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,243,Casting of Metals,3-digit,126422,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,273,Manufacture of Wiring and Wiring Devices,3-digit,55796,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,12801,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,63162,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,2432,Casting of Non-ferrous Metals,4-digit,13357,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,2511,Manufacture of Structural Metal Products,4-digit,63411,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,167589,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,101257,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,31928,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,2733,Manufacture of Wiring Devices,4-digit,19475,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,12801,-
2008,2022-23,All India,Combined,No. of Directly Employed  Workers,24,Manufacture of Basic Metals,2-digit,548682,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,74449,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,2432,Casting of Non-ferrous Metals,4-digit,12745,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,2511,Manufacture of Structural Metal Products,4-digit,69647,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,86441,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,86545,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,45188,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,2733,Manufacture of Wiring Devices,4-digit,24834,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,6547,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,243,Casting of Metals,3-digit,114303,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,74449,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,27,Manufacture of Electrical Equipment,2-digit,306619,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,6547,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,273,Manufacture of Wiring and Wiring Devices,3-digit,79681,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,86545,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,141035,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,24,Manufacture of Basic Metals,2-digit,609292,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,30,Manufacture of Other Transport Equipment,2-digit,169049,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,102478,-
2008,2022-23,All India,Combined,No. of Workers employed Through Contractors,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,245491,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,27,Manufacture of Electrical Equipment,2-digit,175084,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,18150,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,10408,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,273,Manufacture of Wiring and Wiring Devices,3-digit,42043,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,64305,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,105169,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,30,Manufacture of Other Transport Equipment,2-digit,80995,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,64305,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,66820,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,2511,Manufacture of Structural Metal Products,4-digit,35090,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,2432,Casting of Non-ferrous Metals,4-digit,6463,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,32821,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,32821,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,243,Casting of Metals,3-digit,61362,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,54148,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,10408,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,24,Manufacture of Basic Metals,2-digit,251200,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,161991,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers,2733,Manufacture of Wiring Devices,4-digit,20309,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,6651,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,27,Manufacture of Electrical Equipment,2-digit,79975,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,24,Manufacture of Basic Metals,2-digit,136910,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,78577,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,30,Manufacture of Other Transport Equipment,2-digit,41039,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,18051,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,243,Casting of Metals,3-digit,30020,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,26890,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,50063,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,33479,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,273,Manufacture of Wiring and Wiring Devices,3-digit,15750,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,6651,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,18051,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2432,Casting of Non-ferrous Metals,4-digit,3129,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2511,Manufacture of Structural Metal Products,4-digit,16846,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,32132,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,33479,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,10034,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2733,Manufacture of Wiring Devices,4-digit,3702,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,34688,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,2733,Manufacture of Wiring Devices,4-digit,16607,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,8116,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,30826,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,2511,Manufacture of Structural Metal Products,4-digit,18244,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,2432,Casting of Non-ferrous Metals,4-digit,3334,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,14770,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,3757,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,273,Manufacture of Wiring and Wiring Devices,3-digit,26293,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,30826,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,55106,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,27258,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,243,Casting of Metals,3-digit,31342,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,14770,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,83414,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,27,Manufacture of Electrical Equipment,2-digit,95109,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,30,Manufacture of Other Transport Equipment,2-digit,39956,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,24,Manufacture of Basic Metals,2-digit,114290,-
2008,2022-23,All India,Combined,No. of Employees Other Than Workers -Other Employees,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,3757,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,273,Manufacture of Wiring and Wiring Devices,3-digit,162,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,5,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,3535,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,27,Manufacture of Electrical Equipment,2-digit,1018,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,30,Manufacture of Other Transport Equipment,2-digit,416,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,24,Manufacture of Basic Metals,2-digit,2403,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,439,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,2432,Casting of Non-ferrous Metals,4-digit,113,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,2511,Manufacture of Structural Metal Products,4-digit,550,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,1674,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,337,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,98,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,2733,Manufacture of Wiring Devices,4-digit,64,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,5,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,439,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,243,Casting of Metals,3-digit,907,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,853,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,2626,-
2008,2022-23,All India,Combined,Unpaid family members-proprietor etc,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,337,-
2008,2022-23,All India,Combined,Wages and Salaries,273,Manufacture of Wiring and Wiring Devices,3-digit,617761,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,169354,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,750330,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,243,Casting of Metals,3-digit,914341,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,894762,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,24,Manufacture of Basic Metals,2-digit,5732535,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,27,Manufacture of Electrical Equipment,2-digit,2976427,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,30,Manufacture of Other Transport Equipment,2-digit,1569463,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,2555174,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,2733,Manufacture of Wiring Devices,4-digit,223806,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,750330,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,996866,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,310382,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,1132637,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,169354,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,2432,Casting of Non-ferrous Metals,4-digit,95579,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,2511,Manufacture of Structural Metal Products,4-digit,507301,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,1617961,₹ lakhs
2008,2022-23,All India,Combined,Wages and Salaries,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,1132637,₹ lakhs
2008,2021-22,All India,Combined,Total Output,2432,Casting of Non-ferrous Metals,4-digit,1768251,₹ lakhs
2008,2021-22,All India,Combined,Total Output,24,Manufacture of Basic Metals,2-digit,190235652,₹ lakhs
2008,2021-22,All India,Combined,Total Output,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,28009698,₹ lakhs
2008,2021-22,All India,Combined,Total Output,27,Manufacture of Electrical Equipment,2-digit,40387529,₹ lakhs
2008,2021-22,All India,Combined,Total Output,30,Manufacture of Other Transport Equipment,2-digit,24208751,₹ lakhs
